Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
UTI Flexi Cap Fund - Direct Plan,23972.31,1.69,9,3.21,5,9.34,1,11.79,4,12.65,8,12.05,21,20.21,21,20.14,21,23.39,21,20.43,19,10.37,17,17.36,15,15.15,11,14.13,13,-,-,-,-,15.31,-,10.65,21
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
NIFTY 500 Total Return Index,,1.86,,2.87,,4.98,,9.42,,11.31,,18.62,,33.35,,33.05,,39.63,,31.73,,20.4,,19.82,,16.61,,15.08,,16.45,,14.45,,,,18.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retirement Fund 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,8,,8,,8,,8,,8,,8,,8,,8,,8,,7,,7,,5,,3,,1,,,,,,8,,8
Peer Average,,1.63,,2.72,,5.19,,10.13,,12.4,,20.22,,33.38,,33.31,,41.91,,32.87,,21.9,,20.06,,16.65,,16.95,,,,,,,,19.67,
Aditya Birla Sun Life Retirement Fund - The 30s Plan - Direct Plan,374.66,1.13,8,2.26,6,3.85,7,9.46,6,12.43,4,17.93,8,28.19,8,28.12,8,34.99,8,27.91,6,15.74,6,15.26,5,-,-,-,-,-,-,-,-,14.52,-,17.24,8
Axis Retirement Savings Fund - Dynamic Plan - Direct Plan,346.79,1.4,6,2.37,5,5.45,5,9.01,7,10.14,8,20.45,3,32.46,3,32.55,4,36.1,6,26.07,7,14.86,7,-,-,-,-,-,-,-,-,-,-,16.9,-,20.02,3
HDFC Retirement Savings Fund Equity Plan - Direct Plan,5159.41,1.29,7,2.04,7,5.21,6,9.54,5,11.18,7,18.88,6,32.13,5,31.93,6,39.79,5,36.41,3,24.74,2,24.83,1,19.97,1,-,-,-,-,-,-,22.69,-,18.78,6
ICICI Prudential Retirement Fund - Pure Equity Plan - Direct Plan,795.85,1.56,4,1.81,8,2.58,8,7.9,8,11.21,6,24.67,1,45.5,1,45.05,1,58.03,1,39.38,1,32.51,1,24.83,2,-,-,-,-,-,-,-,-,24.75,-,24.71,1
Nippon India Retirement Fund - Wealth Creation Scheme - Direct Plan,3102.31,2.05,3,3.86,1,6.27,2,11.26,3,13.66,2,22.04,2,35.59,2,35.58,2,47.03,2,36.71,2,23.17,4,16.99,4,14.12,3,-,-,-,-,-,-,13.18,-,21.33,2
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan,2413.54,1.43,5,2.72,4,5.9,3,12.66,1,13.64,3,18.82,7,28.99,7,28.74,7,35,7,31.69,5,23.39,3,-,-,-,-,-,-,-,-,-,-,25.36,-,17.48,7
Tata Retirement Savings Fund - Progressive Plan - Direct Plan,1866.16,2.14,1,2.89,3,6.5,1,11.54,2,14.73,1,19.69,4,32.44,4,32.59,3,42.33,3,31.89,4,18.92,5,18.39,3,15.85,2,16.95,1,-,-,-,-,17.27,-,18.91,4
Union Retirement Fund - Direct Plan,126.74,2.08,2,3.83,2,5.78,4,9.69,4,12.2,5,19.26,5,31.74,6,31.96,5,41.97,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.96,-,18.9,5
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
NIFTY 500 Total Return Index,,1.86,,2.87,,4.98,,9.42,,11.31,,18.62,,33.35,,33.05,,39.63,,31.73,,20.4,,19.82,,16.61,,15.08,,16.45,,14.45,,,,18.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retirement Fund 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,4,,2,,1,,,,,,6,,6
Peer Average,,1.29,,2.08,,4.39,,8.83,,10.62,,17.29,,28.01,,27.94,,34.76,,27.61,,17.7,,17.24,,15.15,,16.15,,,,,,,,16.74,
Aditya Birla Sun Life Retirement Fund - The 40s Plan - Direct Plan,107.66,0.92,5,1.89,4,3.27,5,7.64,5,9.63,4,13.93,6,22.1,6,22.04,6,28.74,6,23.23,6,13.42,5,13.48,4,-,-,-,-,-,-,-,-,12.91,-,13.27,6
Axis Retirement Savings Fund - Aggressive Plan - Direct Plan,844.96,1.6,2,2.41,2,4.89,3,8.22,4,9.4,5,19.24,2,30.04,2,30.22,2,34.06,3,25.44,5,12.98,6,-,-,-,-,-,-,-,-,-,-,15.31,-,18.5,2
HDFC Retirement Savings Fund - Hybrid Equity Plan - Direct Plan,1414.34,0.9,6,1.5,6,4.08,4,7.56,6,8.79,6,14.24,5,23.93,5,23.82,5,29.34,5,27.2,3,18.03,3,18.31,2,15.85,1,-,-,-,-,-,-,18.68,-,14.09,5
ICICI Prudential Retirement Fund - Hybrid Aggressive Plan - Direct Plan,476.86,1.17,4,1.83,5,3.09,6,8.32,3,11.39,3,23.04,1,40.08,1,39.72,1,50.68,1,34.79,1,23.99,1,20.09,1,-,-,-,-,-,-,-,-,20.15,-,23.1,1
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan,1392.05,1.27,3,2.32,3,5.21,2,10.97,1,11.84,2,16.37,4,24.8,4,24.63,4,30.29,4,27.15,4,20.43,2,-,-,-,-,-,-,-,-,-,-,22,-,15.31,4
Tata Retirement Savings Fund - Moderate Plan - Direct Plan,1991.29,1.87,1,2.54,1,5.78,1,10.26,2,12.7,1,16.91,3,27.11,3,27.23,3,35.44,2,27.87,2,17.34,4,17.07,3,14.44,2,16.15,1,-,-,-,-,16.87,-,16.16,3
CRISIL Hybrid 35+65 Aggressive Index ( 02-Jul-2024 ) ,,0.94,,1.16,,4.88,,5.58,,7.01,,12.36,,21.74,,21.74,,25.84,,21.81,,14.59,,15.26,,13.57,,12.81,,13.67,,12.41,,,,12.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,8,,8,,8,,8,,8,,8,,8,,8,,8,,5,,2,,1,,1,,,,,,,,8,,8
Peer Average,,1.52,,2.71,,5.23,,10.21,,12.7,,22.64,,36.77,,36.72,,45.07,,38.38,,27.44,,22.34,,16.64,,,,,,,,,,22.11,
Aditya Birla Sun Life Business Cycle Fund - Direct Plan,1701.46,1.52,5,3.5,1,6.96,1,11.3,3,12.03,4,19.61,7,30.59,7,30.36,7,35.54,7,29.26,5,-,-,-,-,-,-,-,-,-,-,-,-,18.1,-,18.6,7
Axis Business Cycles Fund - Direct Plan,2699.44,2.23,2,3.13,2,4.7,6,10.09,4,12.41,3,21.98,5,35.3,5,35.41,5,44.06,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.32,-,20.56,6
Baroda BNP Paribas Business Cycle Fund - Direct Plan,527.46,2.29,1,2.74,4,6.08,3,9.49,5,11.93,5,21.42,6,40.89,2,40.89,2,49.29,4,36.86,4,-,-,-,-,-,-,-,-,-,-,-,-,20.1,-,21.83,5
HDFC Business Cycle Fund - Direct Plan,2906.75,0.84,7,2.43,6,5.28,5,9.44,6,10.22,7,14.69,8,27.69,8,27.99,8,33.36,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.29,-,14.1,8
HSBC Business Cycles Fund - Direct Plan,856.13,1.79,3,3.08,3,5.52,4,12.54,2,18.98,1,33.65,1,47.58,1,47.61,1,55.59,1,44.18,1,27.95,1,22.34,1,16.64,1,-,-,-,-,-,-,16.61,-,33.17,1
ICICI Prudential Business Cycle Fund - Direct Plan,9663.24,1.33,6,2.6,5,2.91,8,6.66,8,8.52,8,23.51,2,40.68,3,39.85,3,49.46,3,37.93,3,26.93,2,-,-,-,-,-,-,-,-,-,-,28.33,-,22.94,2
Kotak Business Cycle Fund - Direct Plan,2470.51,0.56,8,1.75,8,6.58,2,12.76,1,15.81,2,23.34,3,32.64,6,32.64,6,38.75,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.13,-,22.83,4
Tata Business Cycle Fund - Direct Plan,2311.19,1.6,4,2.41,7,3.77,7,9.38,7,11.7,6,22.89,4,38.82,4,38.98,4,54.51,2,43.66,2,-,-,-,-,-,-,-,-,-,-,-,-,27.59,-,22.87,3
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver FoF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,7,,7,,7,,7,,7,,7,,7,,7,,7,,3,,,,,,,,,,,,,,7,,7
Peer Average,,2.33,,0.61,,-0.83,,11.26,,14.92,,22.13,,28.98,,24.25,,27.56,,22.49,,,,,,,,,,,,,,,,21.14,
Aditya Birla Sun Life Silver ETF FoF - Direct Plan,140.04,2.17,7,0.63,3,-0.68,2,10.71,7,14.64,5,21.6,6,27.96,7,23.48,6,27.03,6,22.53,1,-,-,-,-,-,-,-,-,-,-,-,-,16.11,-,20.61,6
Axis Silver FoF - Direct Plan,41.85,2.18,6,0.55,7,-0.97,5,11.03,5,15.14,3,21.79,5,28.93,4,24.52,2,27.27,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,-,20.91,4
HDFC Silver ETF FoF - Direct Plan,89.47,2.45,2,0.57,6,-0.53,1,11.45,2,15.59,1,22.42,2,29.77,1,24.44,3,27.93,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.52,-,21.39,2
ICICI Prudential Silver ETF FoF - Direct Plan,655.17,2.32,4,0.64,2,-1.06,7,11.1,3,14.33,7,21.96,3,29.73,2,23.86,4,27.56,3,22.53,2,-,-,-,-,-,-,-,-,-,-,-,-,15.39,-,20.9,5
Kotak Silver ETF FoF - Direct Plan,23.31,2.34,3,0.59,4,-0.78,3,10.91,6,14.47,6,21.22,7,28.46,6,23.2,7,26.55,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.68,-,20.41,7
Nippon India Silver ETF FoF - Direct Plan,335.8,2.53,1,0.59,5,-0.79,4,11.09,4,14.69,4,21.93,4,28.79,5,23.64,5,27.29,4,22.42,3,-,-,-,-,-,-,-,-,-,-,-,-,15.4,-,20.93,3
UTI Silver ETF FoF - Direct Plan,27.6,2.31,5,0.69,1,-0.98,6,12.49,1,15.55,2,23.99,1,29.25,3,26.57,1,29.31,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.3,-,22.84,1
Domestic Price of Silver,,3.23,,1.47,,-0.72,,11.93,,15.44,,23.33,,33.25,,25.18,,29.06,,25.61,,-,,-,,-,,-,,-,,-,,,,22.49,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic + International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2
Peer Average,,1.4,,1.38,,3.61,,6.71,,8.43,,17.81,,29.52,,28.68,,29,,19.76,,10.49,,15.2,,12.68,,12.13,,,,,,,,16.57,
Franklin Asian Equity Fund - Direct Plan,228.08,0.71,2,0.67,2,5.37,1,6.46,2,7.57,2,13.92,2,17.71,2,16.67,2,8.78,2,6.18,2,-3.5,2,5.14,2,5.81,2,6.79,2,-,-,-,-,7.48,-,11.32,2
Templeton India Equity Income Fund - Direct Plan,2210.68,2.08,1,2.1,1,1.84,2,6.95,1,9.28,1,21.69,1,41.33,1,40.69,1,49.22,1,33.35,1,24.49,1,25.26,1,19.54,1,17.46,1,-,-,-,-,17.58,-,21.81,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Competitor Thematic/Contra Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,38,,38,,38,,38,,38,,38,,38,,38,,38,,38,,30,,22,,14,,11,,,,,,38,,38
Peer Average,,1.75,,2.48,,5.58,,9.75,,12.4,,22.16,,37.57,,37.3,,47.09,,36.94,,23.42,,22.93,,17.67,,16.92,,,,,,,,21.95,
360 ONE Quant Fund - Direct Plan,236.19,3.63,1,2.9,11,4.33,32,11.48,8,13.87,13,27.86,8,51.02,5,50.61,4,62.78,5,49.28,4,-,-,-,-,-,-,-,-,-,-,-,-,29.71,-,27.68,8
Aditya Birla Sun Life Business Cycle Fund - Direct Plan,1701.46,1.52,23,3.5,3,6.96,10,11.3,9,12.03,21,19.61,25,30.59,29,30.36,29,35.54,31,29.26,33,-,-,-,-,-,-,-,-,-,-,-,-,18.1,-,18.6,28
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan,1005.6,2.04,9,2.57,18,6.33,13,11.19,10,16.08,6,25.37,11,42.47,12,41.95,12,52.7,12,36.99,18,19.49,20,21.41,17,14.61,13,-,-,-,-,-,-,14.75,-,25.41,10
Aditya Birla Sun Life Special Opportunities Fund - Direct Plan,714.83,1.49,25,2.42,26,6.74,11,9.26,24,12.41,19,20.29,24,34.25,24,34.03,23,44.69,25,32.2,26,20.19,19,-,-,-,-,-,-,-,-,-,-,27.49,-,20.12,23
Axis Innovation Fund - Direct Plan,1208.96,1.62,19,2.51,23,7.97,4,11.56,7,13.03,16,25.8,10,36.18,20,35.98,20,39.61,28,29.95,31,17.4,26,-,-,-,-,-,-,-,-,-,-,19.64,-,24.97,12
Axis Quant Fund - Direct Plan,1044.96,1.17,31,1.82,33,3.27,34,5.47,37,7.29,37,17.3,31,33.44,26,33.13,26,36.26,30,33.96,22,-,-,-,-,-,-,-,-,-,-,-,-,20.1,-,17.14,31
Baroda BNP Paribas Business Cycle Fund - Direct Plan,527.46,2.29,6,2.74,13,6.08,16,9.49,22,11.93,22,21.42,20,40.89,13,40.89,13,49.29,17,36.86,20,-,-,-,-,-,-,-,-,-,-,-,-,20.1,-,21.83,19
DSP Quant Fund - Direct Plan,1132.41,1.37,28,2.39,28,7.09,9,9.13,25,7.93,36,11.91,36,22.3,37,21.8,37,23.48,37,22.01,37,12.57,30,17.07,21,-,-,-,-,-,-,-,-,16.64,-,10.54,37
Edelweiss Recently Listed IPO Fund - Direct Plan,890.55,1.56,21,2.19,30,10.38,1,9.68,20,13.17,14,18.9,28,25.08,35,26.74,32,42.94,26,31.17,29,17.18,27,24.7,6,-,-,-,-,-,-,-,-,17.45,-,19.27,26
Franklin India Opportunities Fund - Direct Plan,3933.36,0.62,38,2.92,10,6.58,12,13.14,4,21.4,1,35.39,1,57.91,1,58.68,1,79.45,1,56.41,1,32.08,3,27.68,3,21.15,2,19.62,1,-,-,-,-,19.79,-,35.33,1
HDFC Housing Opportunities Fund - Direct Plan,1444.4,1.09,35,2.7,14,4.35,31,10.87,13,14.8,9,23.77,14,47.26,8,47.66,7,63.11,4,48.08,5,28.7,7,20.61,18,-,-,-,-,-,-,-,-,15.62,-,24.42,13
HSBC Business Cycles Fund - Direct Plan,856.13,1.79,17,3.08,7,5.52,19,12.54,6,18.98,2,33.65,4,47.58,7,47.61,8,55.59,9,44.18,6,27.95,8,22.34,13,16.64,11,-,-,-,-,-,-,16.61,-,33.17,4
ICICI Prudential Business Cycle Fund - Direct Plan,9663.24,1.33,29,2.6,17,2.91,35,6.66,34,8.52,32,23.51,16,40.68,14,39.85,14,49.46,14,37.93,17,26.93,9,-,-,-,-,-,-,-,-,-,-,28.33,-,22.94,16
ICICI Prudential Commodities Fund - Direct Plan,2370.77,2.87,3,3.21,4,5.04,24,8.53,28,12.13,20,23.66,15,39.88,15,39.84,15,50.62,13,42.58,8,26.25,11,-,-,-,-,-,-,-,-,-,-,38.36,-,23.27,15
ICICI Prudential Exports and Services Fund - Direct Plan,1284.6,1.13,33,2.95,9,5.6,18,9.01,26,10.25,26,21.34,21,34.46,23,33.82,24,45.11,24,33.04,24,24.38,12,22.09,15,16.93,10,17.21,5,-,-,-,-,20.46,-,20.9,21
ICICI Prudential FMCG Fund - Direct Plan,1509.7,0.87,37,0.68,37,4.92,26,6.73,33,8.26,34,2.71,38,10.9,38,10.42,38,10.53,38,20.11,38,18.88,23,15.98,22,13.66,14,15.27,10,-,-,-,-,14.92,-,3.18,38
ICICI Prudential Housing Opportunities Fund - Direct Plan,2555.16,1.92,13,3.72,1,5.03,25,10.45,17,12.43,18,20.87,22,35.21,21,35.1,22,46.49,21,35.25,21,-,-,-,-,-,-,-,-,-,-,-,-,28.97,-,20.04,24
ICICI Prudential India Opportunities Fund - Direct Plan,19792.23,1.41,27,2.44,25,5.64,17,8.41,29,9.48,29,19.32,26,32.92,27,31.97,28,47.88,20,40.45,13,31,5,26.37,4,-,-,-,-,-,-,-,-,25.88,-,19.36,25
ICICI Prudential Manufacturing Fund - Direct Plan,4841.52,2.13,8,2.54,20,5.44,20,13.75,2,16.55,5,34.1,2,57.49,2,56.53,2,72.26,2,50.94,3,33.65,2,29.07,2,-,-,-,-,-,-,-,-,26.45,-,34.15,2
ICICI Prudential Quant Fund - Direct Plan,79.79,2.03,11,2.84,12,5.34,21,10.28,18,11.56,24,18.18,30,30.31,30,30.08,30,37.87,29,28.96,34,19.34,21,-,-,-,-,-,-,-,-,-,-,24.94,-,18.5,29
ICICI Prudential Thematic Advantage Fund (FOF) - Direct #,1555.11,1.14,32,1.83,32,7.38,8,7.04,31,8.35,33,14.14,34,25.8,33,25.8,33,33.08,35,29.58,32,20.65,18,23.22,9,17.37,8,-,-,-,-,-,-,16.67,-,14.57,33
Invesco India Contra Fund - Direct Plan,16189.14,1.56,22,2.54,21,4.91,27,10.71,16,14.61,11,24.76,13,39.36,16,39.37,16,49.44,15,36.9,19,23.35,14,22.66,11,19.55,4,19.13,2,-,-,-,-,20.29,-,24.05,14
Kotak India EQ Contra Fund - Direct Plan,3136.4,1.67,18,2.66,15,5.22,23,10.85,14,14.57,12,25.16,12,46.08,10,45.7,9,55.13,10,42.38,9,26.79,10,24.26,7,21.19,1,18.38,4,-,-,-,-,18.88,-,24.98,11
Kotak Manufacture in India Fund - Direct Plan,2098.36,2,12,2.55,19,6.18,15,13.75,3,17.47,4,32.1,6,46.36,9,45.46,10,57.36,8,40,14,-,-,-,-,-,-,-,-,-,-,-,-,33.55,-,31.33,6
Kotak Pioneer Fund - Direct Plan,2386.41,1.81,16,2.49,24,8.2,3,14.09,1,15.63,8,27.75,9,43,11,42.32,11,49.31,16,38.37,15,22.08,17,-,-,-,-,-,-,-,-,-,-,28.09,-,26.65,9
Mahindra Manulife Consumption Fund - Direct Plan,195.4,1.11,34,1.63,34,7.41,6,9.65,21,13.08,15,21.58,19,34.68,22,35.16,21,40,27,33.62,23,22.11,16,19.47,19,-,-,-,-,-,-,-,-,17.55,-,22.08,18
Mirae Asset Nifty India Manufacturing ETF FoF - Direct Plan,87.16,1.49,24,1.4,36,4.36,30,13.02,5,17.53,3,33.78,3,50.98,6,49.8,6,60.1,6,42.03,11,-,-,-,-,-,-,-,-,-,-,-,-,29.57,-,33.19,3
Nippon India Quant Fund - Direct Plan,64.87,2.18,7,2.6,16,2.69,36,6.41,35,8.94,31,19.21,27,38.58,18,38.13,18,45.2,23,38.24,16,24.26,13,22.11,14,17.52,7,14.44,11,-,-,-,-,15.19,-,19.21,27
Quant Quantamental Fund - Direct Plan,2408.6,1.45,26,1.52,35,0.96,38,6.37,36,9.07,30,28.53,7,52.68,3,52.18,3,63.85,3,53.23,2,35.24,1,-,-,-,-,-,-,-,-,-,-,35.37,-,29.26,7
SBI Contra Fund - Direct Plan,30520.42,1.33,30,2.31,29,4.78,28,7.82,30,11.02,25,20.7,23,37.02,19,36.98,19,49.29,18,41.47,12,30.68,6,29.53,1,20.92,3,18.67,3,-,-,-,-,18.29,-,20.79,22
SBI Equity Minimum Variance Fund - Direct Plan,190.17,1.9,14,2.17,31,5.34,22,7.03,32,6.13,38,11.34,37,26.01,32,25.12,35,30.4,36,27.15,36,18,25,18.99,20,-,-,-,-,-,-,-,-,18.38,-,11.17,36
SBI Magnum COMMA Fund - Direct Plan,595.31,2.99,2,2.51,22,1.06,37,3.98,38,8.18,35,14.57,33,32.14,28,32.39,27,46.25,22,32.06,27,16.7,28,23.1,10,17.09,9,15.36,9,-,-,-,-,15.08,-,14.72,32
Sundaram Services Fund - Direct Plan,3358.02,1.85,15,3.21,5,7.38,7,8.89,27,10.05,27,13.31,35,25.37,34,25.36,34,33.16,34,30.63,30,22.13,15,23.91,8,-,-,-,-,-,-,-,-,23.15,-,13.1,35
Tata Business Cycle Fund - Direct Plan,2311.19,1.6,20,2.41,27,3.77,33,9.38,23,11.7,23,22.89,17,38.82,17,38.98,17,54.51,11,43.66,7,-,-,-,-,-,-,-,-,-,-,-,-,27.59,-,22.87,17
Tata Ethical Fund - Direct Plan,2566.59,2.64,5,2.98,8,7.57,5,10.83,15,12.63,17,18.51,29,29.78,31,29.56,31,35.53,32,28.22,35,18.64,24,22.49,12,17.68,6,15.73,7,-,-,-,-,17.21,-,17.78,30
Tata Quant Fund - Direct Plan,57.81,2.04,10,3.56,2,8.36,2,10.95,11,14.72,10,15.01,32,25.06,36,24.37,36,34.9,33,31.77,28,15.55,29,-,-,-,-,-,-,-,-,-,-,12.19,-,14.37,34
Taurus Ethical Fund - Direct Plan,180.69,2.8,4,3.12,6,6.19,14,9.97,19,9.78,28,21.73,18,33.99,25,33.78,25,47.91,19,32.44,25,19.13,22,21.79,16,18.16,5,15.6,8,-,-,-,-,17.05,-,21.62,20
UTI Transportation and Logistics Fund - Direct Plan,3435.05,1.07,36,0.19,38,4.62,29,10.94,12,15.65,7,32.15,5,51.14,4,49.85,5,58.47,7,42.25,10,31.41,4,25.61,5,14.89,12,16.74,6,-,-,-,-,21.43,-,31.36,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi Index FoF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,4,,4,,4,,4,,4,,4,,4,,4,,4,,3,,2,,,,,,,,,,,,4,,4
Peer Average,,1.22,,1.45,,2.65,,5.33,,6.9,,13.05,,23.59,,23.21,,26.55,,19.73,,13.34,,,,,,,,,,,,,,12.8,
Aditya Birla Sun Life Multi - Index FoF - Direct Plan,14.03,1.54,1,1.46,3,2.71,2,7.02,1,10.63,1,18.35,1,31.91,1,32.27,1,39.12,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.1,-,18.51,1
ICICI Prudential Passive Multi-Asset FoF - Direct Plan,1078.05,0.92,4,1.52,2,1.78,4,3.19,4,4,4,8.84,4,17.5,4,16.52,4,18.04,4,17.93,2,-,-,-,-,-,-,-,-,-,-,-,-,13.01,-,8.33,4
Motilal Oswal Asset Allocation Passive FoF - Aggressive - Direct Plan,65.57,1.34,2,1.71,1,3.72,1,6.66,2,7.56,2,14.7,2,26.52,2,25.97,2,28.76,2,23.94,1,15.23,1,-,-,-,-,-,-,-,-,-,-,16.11,-,14.25,2
Motilal Oswal Asset Allocation Passive FoF - Conservative - Direct Plan,41.39,1.07,3,1.12,4,2.37,3,4.46,3,5.42,3,10.3,3,18.41,3,18.09,3,20.29,3,17.31,3,11.46,2,-,-,-,-,-,-,-,-,-,-,12.05,-,10.1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi Asset Allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,10,,10,,10,,10,,10,,9,,9,,8,,8,,6,,6,,4,,4,,4,,,,,,10,,9
Peer Average,,1.37,,1.83,,3.25,,6.37,,8.16,,16.12,,27.03,,26.35,,31.23,,25.53,,18,,17.08,,14.12,,12.58,,,,,,,,15.72,
Aditya Birla Sun Life Multi Asset Allocation Fund - Direct Plan,3370.93,1.31,5,1.64,6,3.88,3,7.68,2,9.53,2,15.47,7,23.96,7,23.7,6,27.4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.37,-,15.1,7
